,,,,,,,,
,Team,Project,Category,Code,Description,License,,
,Georgetown University (publications),Tortoise,Networking,https://security.cs.georgetown.edu/lib/tortoise/tortoise-tor-0.2.1.28.patch,"Tortoise is a system for rate limiting Tor at its ingress points in order to increase the bandwidth capacity of the network and consequently improve the experience of interactive web users. The system incurs little penalty for interactive web users, while significantly decreasing the throughput for filesharers. These techniques provide incentives to filesharers to configure their Tor clients to also relay traffic, which in turn improves the network's overall performance. Large-scale emulation results indicate that interactive users will achieve a significant speedup if even a small fraction of clients opt to run relays. (C)",Released as patch to Tor; follows Tor license at https://gitweb.torproject.org/tor.git?a=blob_plain;hb=HEAD;f=LICENSE,,
,Naval Research Laboratory (publications),Shadow,Networking,https://github.com/shadow/shadow.git,"Shadow is an open source, discrete-event network simulator that runs real applications such as Tor. Shadow combines the accuracy of emulation with the efficiency and control of simulation, achieving the best of both approaches. Shadow links to real application software and natively executes the application code during simulation, providing faithful experiments and accurate results. Shadow models and runs distributed networks using these applications on a single Linux machine, easing experiment management. (C)","BSDv3, modified for U.S. Government work",,
,Naval Research Laboratory (publications),The Tor Path Simulator (TorPS),Networking,https://github.com/torps/torps.git,"TorPS provides efficient simulation of path selection over time by Tor. For each sample, it uses measurements of the Tor network and of user behavior to simulate how a Tor client selects relays. The use of actual measurements and an accurate reimplementation of Tor's path-selection algorithms provides highly realistic behavior. Also, a TorPS simulation is much faster than the Tor client itself, which allows for millions of simulations over periods of many months, allowing for an accurate estimation of the full probability distribution of client behavior over time. (Python/C/Bash)",Custom (specific to U.S. Government work),,
,SRI International,Atlas,Networking,https://gitweb.torproject.org/atlas.git,A web application to display Tor relay information. (JavaScript/CSS),BSDv2,,
,SRI International,BridgeDB,Networking,https://gitweb.torproject.org/bridgedb.git,"Service to distribute Tor bridge addresses via https, gmail, etc. (Python)",BSDv3,,
,SRI International,ChatSecure,Networking,https://github.com/guardianproject/ChatSecureAndroid.git,A secure chat client for Android with push-to-talk Tor support. (Java),AL,,
,SRI International,Chutney,Networking,https://gitweb.torproject.org/chutney.git,A tool to spin up a local Tor network for automated testing. (Python/sh),Tiny,,
,SRI International,Compass,Networking,https://gitweb.torproject.org/compass.git,A web application to display Tor relay and network statistics. (Python/JavaScript),MIT,,
,SRI International,Flashproxy,Networking,https://gitweb.torproject.org/flashproxy.git,A tool that uses Websockets to turn browsers into Tor bridges. (Python/Go),MIT,,
,SRI International,Globe,Networking,https://github.com/makepanic/globe.git,A web application to display Tor relay and bridge information. (JavaScript/CSS),MIT,,
,SRI International,Go pluggable transport library,Networking,https://gitweb.torproject.org/pluggable-transports/goptlib.git,Go pluggable transport library. (Go),CC0,,
,SRI International,HTTPS Everywhere,Networking,https://gitweb.torproject.org/https-everywhere.git,"A Firefox and Chrome extension that encrypts your communications with many major websites, making your browsing more secure. (JavaScript/XUL)",GPL,,
,SRI International,Libevent,Networking,https://github.com/libevent/libevent,"A software library that provides asynchronous event notification. It is the network library underlying Tor, obfsproxy, and others. We co-maintain it with Niels Provos. (C)",BSDv3,,
,SRI International,Metrics,Networking,https://gitweb.torproject.org/metrics-db.git,"Scripts to store, serve, analyze, and visualize Tor network data. (Java/Python)",BSDv3,,
,SRI International,Obfsproxy,Networking,https://gitweb.torproject.org/pluggable-transports/obfsproxy.git,A framework to make it easy to write pluggable transports for Tor. (Python),BSDv3,,
,SRI International,Onionoo,Networking,https://gitweb.torproject.org/onionoo.git,A backend database and scripts to organize and serve the Tor metrics data. (Java),BSDv3,,
,SRI International,Python pluggable transport library,Networking,https://gitweb.torproject.org/pluggable-transports/pyptlib.git,Python pluggable transport library. (Python),BSDv3,,
,SRI International,StegoTorus,Networking,https://gitweb.torproject.org/stegotorus.git/,HTTP-based pluggable transport for Tor that implements flow chop reassembly. (C/C++),BSDv3,,
,SRI International,Tor Browser,Networking,https://gitweb.torproject.org/builders/tor-browser-bundle.git,A fork of Firefox that fixes many privacy issues. (C++),BSDv3,,
,SRI International,Tor Browser Button,Networking,https://gitweb.torproject.org/torbutton.git,A Firefox extension to lock down Tor Browser Bundle for application-level privacy. (JavaScript/XUL),MIT,,
,SRI International,Tor Launcher,Networking,https://gitweb.torproject.org/tor-launcher.git,A Firefox extension to launch and manage Tor in Tor Browser Bundle. (JavaScript/XUL),BSDv3,,
,SRI International,Torbirdy,Networking,https://gitweb.torproject.org/torbirdy.git,An extension like Torbutton but for Thunderbird (for securing email over Tor). (JavaScript/XUL/C++),BSDv2,,
,SRI International,TorFlow,Networking,https://gitweb.torproject.org/torflow.git,TorFlow is a set of Python scripts for interacting with and measuring the Tor network. (Python),BSDv3,,
,SRI International,Vidalia,Networking,https://gitweb.torproject.org/vidalia.git,The older Qt-based Tor controller (obsoleted by Tor Launcher). (C++),GPL,,
,SRI International,Websocket pluggable transport,Networking,https://gitweb.torproject.org/pluggable-transports/websocket.git/tree,Client and server for transporting traffic over websocket. (Go),CC0,,
,"Aptima, Inc.",Network Query by Example UPD Aug 20th,Hadoop MapReduce-over-Hive based implementation of network query by example utilizing attributed network pattern matching. (Java),https://github.com/Aptima/pattern-matching.git,Analytics,ALv2,,
,"Boeing, University of Pittsburgh",SMILE-WIDE: A scalable Bayesian network library,"SMILE-WIDE is a scalable Bayesian network library. Initially, it is a version of the SMILE library, as in SMILE With Integrated Distributed Execution. The general approach has been to provide an API similar to the existing API SMILE developers use to build ""local,"" single-threaded applications. However, we provide ""vectorized"" operations that hide a Hadoop-distributed implementation. Apart from invoking a few idioms like generic Hadoop command line argument parsing, these appear to the developer as if they were executed locally. (Java)",https://github.com/SmileWide/main.git,Analytics,ALv2,,
,Carnegie Mellon University (publications),Active Search UPD Aug 28th,"ActiveSearch takes a collection of emails (or any dataset where a similarity can be generated between elements) and recommends related messages based on user feedback. The user provides an initial seed email then enters into a cycle where ActiveSearch provides a similar email and the user reports whether or not the email was interesting.ActiveSearch is useful for anyone navigating a large set of emails and looking for related messages on a specific topic. As it considers the similarities between emails as well as user feedback, it is an improvement in accuracy, time, and effort over basic text search or a brute force search.(Java, Perl)",https://github.com/AutonlabCMU/ActiveSearch.git,Analytics,MIT,,
,Carnegie Mellon University (publications),skl-groups,"A package extending the Python machine learning toolkit scikit-learn with support for operating on sets (""groups"") as features.",https://github.com/dougalsutherland/skl-groups.git,Analytics,BSD,,
,Continuum Analytics (publications),Blaze,"Blaze is the next-generation of NumPy. It is designed as a foundational set of abstractions on which to build out-of-core and distributed algorithms over a wide variety of data sources and to extend the structure of NumPy itself. Blaze allows easy composition of low level computation kernels (C, Fortran, Numba) to form complex data transformations on large datasets. In Blaze, computations are described in a high-level language (Python) but executed on a low-level runtime (outside of Python), enabling the easy mapping of high-level expertise to data without sacrificing low-level performance. Blaze aims to bring Python and NumPy into the massively-multicore arena, allowing it to leverage many CPU and GPU cores across computers, virtual machines and cloud services. (Python)",https://github.com/ContinuumIO/blaze.git,Infrastructure,BSD,,
,Continuum Analytics (publications),Bokeh,"Bokeh (pronounced bo-Kay or bo-Kuh) is a Python interactive visualization library for large datasets that natively uses the latest web technologies. Its goal is to provide elegant, concise construction of novel graphics in the style of Protovis/D3, while delivering high-performance interactivity over large data to thin clients. (Python/JavaScript/Coffeescript)",https://github.com/ContinuumIO/bokeh.git,Visualization,BSD,,
,Continuum Analytics (publications),Numba,"Numba is an Open Source NumPy-aware optimizing compiler for Python sponsored by Continuum Analytics, Inc. It uses the LLVM compiler infrastructure to compile Python syntax to machine code.

It is aware of NumPy arrays as typed memory regions and so can speed-up code using NumPy arrays. Other, less well-typed code is translated to Python C-API calls effectively removing the ""interpreter"" but not removing the dynamic indirection.

Numba is also not a tracing just in time (JIT) compiler. It compiles your code before it runs either using run-time type information or type information you provide in the decorator.

Numba is a mechanism for producing machine code from Python syntax and typed data structures such as those that exist in NumPy. (Python)",https://github.com/numba/numba.git,Infrastructure,BSD,,
,Data Tactics Corporation,Circuit,Circuit reduces the human development and sustenance costs of complex massively-scaled systems nearly to the level of their single-process counterparts. It is a combination of proven ideas from the Erlang ecosystem of distributed embedded devices and Go's ecosystem of Internet application development. Circuit extends the reach of Go's linguistic environment to multi-host/multi-process applications. (Go),https://github.com/gocircuit/circuit.git,Infrastructure,ALv2,,
,Data Tactics Corporation,Darpa Open Catalog Generator,Code and templates for building the DARPA open catalog as hosted on darpa.mil.,https://github.com/ericwhyne/open-catalog-generator.git,Visualization,ALv2,,
,Data Tactics Corporation,Escher NEW Aug 27th,Escher is a minimal metaphor programming language that plays as a lego block for intelligent translation across foreign semantics of heterogenous technologies. (Go),https://github.com/gocircuit/escher.git,Infrastructure,ALv2,,
,Data Tactics Corporation,Vowpal Wabbit,"The Vowpal Wabbit (VW) project is a fast out-of-core learning system sponsored by Microsoft Research and (previously) Yahoo! Research. Support is available through the mailing list. There are two ways to have a fast learning algorithm: (a) start with a slow algorithm and speed it up, or (b) build an intrinsically fast learning algorithm. This project is about approach (b), and it's reached a state where it may be useful to others as a platform for research and experimentation. There are several optimization algorithms available with the baseline being sparse gradient descent (GD) on a loss function (several are available). The code should be easily usable. Its only external dependence is on the boost library, which is often installed by default. (C)",https://github.com/JohnLangford/vowpal_wabbit.git,Visualization,BSD,,
,Draper Laboratory (publications),USER-ALE: User Activity Logging Engine,"Analytic Activity Logger is an API that creates a common message passing interface to allow heterogeneous software components to communicate with an activity logging engine. Recording a user's analytic activities enables estimation of operational context and workflow. Combined with psychophysiology sensing, analytic activity logging further enables estimation of the user's arousal, cognitive load, and engagement with the tool. (JavaScript)",https://github.com/draperlaboratory/user-ale.git,Infrastructure,ALv2,,
,Georgia Tech / GTRI (publications),SmallK: A high-performance library for nonnegative matrix factorization and hierarchical clustering,"SmallK is a high-performance, parallel library for nonnegative matrix factorization on both dense and sparse matrices written in C++. Implementations of several different NMF algorithms are provided, including multiplicative updating, hierarchical alternating least squares, nonnegative least squares with block principal pivoting, and a new rank2 algorithm. The library provides an implementation of hierarchical clustering based on the rank2 NMF algorithm. (C++)",https://github.com/smallk/smallk.github.io.git,Analytics,ALv2,,
,"Giant Oak, Inc.",Markov modulated Poisson process for event detection,Markov Modulated Poisson Process for Event Detection allows R users to accurately detect unusual events and anomalies in time series of counts. (R),https://github.com/giantoak/MMPP.git,Analytics,GPLv2,,
,"Harvard University (publications), Kitware, Inc. (publications)",LineUp,"LineUp is a novel and scalable visualization technique that uses bar charts. This interactive technique supports the ranking of items based on multiple heterogeneous attributes with different scales and semantics. It enables users to interactively combine attributes and flexibly refine parameters to explore the effect of changes in the attribute combination. This process can be employed to derive actionable insights as to which attributes of an item need to be modified in order for its rank to change. Additionally, through integration of slope graphs, LineUp can also be used to compare multiple alternative rankings on the same set of items, for example, over time or across different attribute combinations. We evaluate the effectiveness of the proposed multi-attribute visualization technique in a qualitative study. The study shows that users are able to successfully solve complex ranking tasks in a short period of time. (Java)",https://github.com/Caleydo/org.caleydo.vis.lineup.demos.git,Visualization,BSD,,
,"Harvard University (publications), Kitware, Inc. (publications)",LineUp Web,LineUpWeb is the web version of the novel and scalable visualization technique. This interactive technique supports the ranking of items based on multiple heterogeneous attributes with different scales and semantics. It enables users to interactively combine attributes and flexibly refine parameters to explore the effect of changes in the attribute combination.,https://github.com/Caleydo/lineup.js.git,Visualization,BSD,,
,"Harvard, Kitware, Inc. (publications)",UpSet NEW Aug 28th,"Understanding relationships between sets is an important analysis task that has received widespread attention in the visualization community. The major challenge in this context is the combinatorial explosion of the number of set intersections if the number of sets exceeds a trivial threshold. To address this, we introduce UpSet, a novel visualization technique for the quantitative analysis of sets, their intersections, and aggregates of intersections. 
UpSet is focused on creating task-driven aggregates, communicating the size and properties of aggregates and intersections, and a duality between the visualization of the elements in a dataset and their set membership. UpSet visualizes set intersections in a matrix layout and introduces aggregates based on groupings and queries. The matrix layout enables the effective representation of associated data, such as the number of elements in the aggregates and intersections, as well as additional summary statistics derived from subset or element attributes.
Sorting according to various measures enables a task-driven analysis of relevant intersections and aggregates. The elements represented in the sets and their associated attributes are visualized in a separate view. Queries based on containment in specific intersections, aggregates or driven by attribute filters are propagated between both views. UpSet also introduces several advanced visual encodings and interaction methods to overcome the problems of varying scales and to address scalability. (JavaScript)",https://github.com/VCG/upset.git,Visualization,MIT,,
,IBM Research (publications),SKYLARK: Randomized Numerical Linear Algebra and ML,"SKYLARK implements Numerical Linear Algebra (NLA) kernels based on sketching for distributed computing platforms. Sketching reduces dimensionality through randomization, and includes Johnson-Lindenstrauss random projection (JL); a faster version of JL based on fast transform techniques; sparse techniques that can be applied in time proportional to the number of nonzero matrix entries; and methods for approximating kernel functions and Gram matrices arising in nonlinear statistical modeling problems. We have a library of such sketching techniques, built using MPI in C++ and callable from Python, and are applying the library to regression, low-rank approximation, and kernel-based machine learning tasks, among other problems. (C++/Python)",https://github.com/xdata-skylark/libskylark.git,Analytics,ALv2,,
,"Institute for Creative Technologies, USC (publications)",UPD Aug 20th,"Provides innovative interaction techniques to address human-computer interaction challenges posed by Big Data. Examples include:
* Wiggle Interaction Technique: user-induced motion to speed visual search.
* Immersive Tablet Based Viewers: low-cost 3D virtual reality fly-throughs of data sets.
* Multi-touch interfaces: browsing/querying multi-attribute and geospatial data, hosted by SOLR.
* Tablet-based visualization controller: eye-free rapid interaction with visualizations.",http://code.google.com/p/svnmimir/source/checkout,Visualization,ALv2,,
,Jet Propulsion Laboratory (publications),Apache Gora,"The Apache Gora open source framework provides an in-memory data model and persistence for big data. Gora supports persisting to column stores, key value stores, document stores and RDBMSs, and analyzing the data with extensive Apache Hadoop MapReduce support.",https://git-wip-us.apache.org/repos/asf/gora.git,Infrastructure,ALv2,,
,Jet Propulsion Laboratory (publications),Apache Nutch,"A large scale web crawler framework that implements the search engine architecture as originally defined by Brin and Page. Nutch was started by Doug Cutting and is the predecessor to the Apache Hadoop technology. It includes parsers, a protocol framework, language detection, indexing capabilities and language and query models to fully implement a search engine.",http://svn.apache.org/repos/asf/nutch/,Infrastructure,ALv2,,
,Jet Propulsion Laboratory (publications),Apache OODT,"APACHE OODT enables transparent access to distributed resources, data discovery and query optimization, and distributed processing and virtual archives. OODT provides software architecture that enables models for information representation, solutions to knowledge capture problems, unification of technology, data, and metadata. (Java)",https://svn.apache.org/repos/asf/oodt/,Infrastructure,ALv2,,
,Jet Propulsion Laboratory (publications),Apache Tika,The Apache Tika(TM) toolkit detects and extracts metadata and structured text content from various documents using existing parser libraries.,http://svn.apache.org/repos/asf/tika/trunk/,Infrastructure,ALv2,,
,Jet Propulsion Laboratory (publications),DRAT,"A distributed, parallelized (Map Reduce) wrapper around Apache RAT to allow it to complete on large code repositories of multiple file types where Apache RAT hangs forever.",https://github.com/chrismattmann/drat.git,Infrastructure,ALv2,,
,Jet Propulsion Laboratory (publications),Khooshe,A Big Data-Points Visualization Tool,https://github.com/MBoustani/Khooshe.git,Visualization,ALv2,,
,Johns Hopkins University (publications),igraph,"igraph is a collection of network analysis tools with the emphasis on efficiency, portability and ease of use. igraph can be programmed in GNU R, Python and C/C++.",https://github.com/igraph/xdata-igraph.git,Analytics,GPLv2,,
,"Kitware, Inc. (publications)",Tangelo,"Tangelo provides a flexible HTML5 web server architecture that cleanly separates your web applications (pure JavaScript, HTML, and CSS) and web services (pure Python). This software is bundled with some great tools to get you started. (JavaScript/Python)",https://github.com/Kitware/tangelo.git,Visualization,ALv2,,
,MIT-LL (publications),Information Extractor,Trainable named entity extractor (NER) and relation extractor. (C),https://github.com/mitll/MITIE.git,Analytics,ALv2,,
,MIT-LL (publications),Julia,"Julia is a high-level, high-performance dynamic programming language for technical computing, with syntax that is familiar to users of other technical computing environments. It provides a sophisticated compiler, distributed parallel execution, numerical accuracy, and an extensive mathematical function library.",https://github.com/JuliaLang/julia.git,Analytics,"MIT, GPL,LGPL,BSD",,
,MIT-LL (publications),Query By Example (Graph QuBE),Graph QuBE is a tool which enables efficient pattern-of-behavior search in data containing entities transacting over time.,,Analytics,ALv2,,
,MIT-LL (publications),SciDB UPD Sep 9th,Scientific Database for large-scale numerical data. Register on the forum to access the download page. (C++),http://scidb.org/forum,Infrastructure,GPLv3,,
,MIT-LL (publications),Topic,"This tool takes a set of text documents, filters by a given language, and then produces documents clustered by topic. The method used is Probabilistic Latent Semantic Analysis (PLSA). (Python)",https://github.com/mitll/topic-clustering.git,Analytics,ALv2,,
,MIT-LL (publications),VizLinc,"Vizlinc is a visual analytics platform that takes as input a corpus of text documents, extracts named entities (people, locations, and organizations) and the relations between those entities from the documents, and allows a user to explore the information contained in the documents from both a high-level corpus view point and with respect to more narrow queries.(Java/Groovy)",https://github.com/mitll/vizlinc.git,Visualization,"GPL,CDDL",,
,Next Century Corporation,Neon Visualization Environment,"Neon is a framework that gives a datastore agnostic way for visualizations to query data and perform simple operations on that data such as filtering, aggregation, and transforms. It is divided into two parts, neon-server and neon-client. Neon-server provides a set of RESTful web services to select a datastore and perform queries and other operations on the data. Neon-client is a JavaScript API that provides a way to easily integrate neon-server capabilities into a visualization, and also aids in 'widgetizing' a visualization, allowing it to be integrated into a common OWF based ecosystem. (Groovy/JavaScript)",https://github.com/NextCenturyCorporation/neon.git,Visualization,ALv2,,
,Next Century Corporation,Ozone Widget Framework,Ozone Widget Framework provides a customizable open-source web application that assembles the tools you need to accomplish any task and enables those tools to communicate with each other. It is a technology-agnostic composition framework for data and visualizations in a common browser-based display and interaction environment that lowers the barrier to entry for the development of big data visualizations and enables efficient exploration of large data sets. (JavaScript),https://github.com/ozoneplatform/owf.git,Visualization,ALv2,,
,"Oculus Info, Inc.(publications)",Aperture Tile-Based Visual Analytics,"New tools for raw data characterization of 'big data' are required to suggest initial hypotheses for testing. The widespread use and adoption of web-based maps has provided a familiar set of interactions for exploring abstract large data spaces. Building on these techniques, we developed tile based visual analytics that provide browser-based interactive visualization of billions of data points. (JavaScript/Java)",https://github.com/oculusinfo/aperture-tiles.git,Visualization,MIT,,
,"Oculus Info, Inc.(publications)",ApertureJS,"ApertureJS is an open, adaptable and extensible JavaScript visualization framework with supporting REST services, designed to produce visualizations for analysts and decision makers in any common web browser. Aperture utilizes a novel layer based approach to visualization assembly, and a data mapping API that simplifies the process of adaptable transformation of data and analytic results into visual forms and properties. Aperture vizlets can be easily embedded with full interoperability in frameworks such as the Ozone Widget Framework (OWF). (JavaScript/Java)",https://github.com/oculusinfo/aperturejs.git,Visualization,MIT,,
,"Oculus Info, Inc.(publications)",Influent,"Influent is an HTML5 tool for visually and interactively following transaction flow, rapidly revealing actors and behaviors of potential concern that might otherwise go unnoticed. Summary visualization of transactional patterns and actor characteristics, interactive link expansion and dynamic entity clustering enable Influent to operate effectively at scale with big data sources in any modern web browser. Influent has been used to explore data sets with millions of entities and hundreds of millions of transactions. (JavaScript/Java)",https://github.com/oculusinfo/influent.git,Visualization,MIT,,
,"Oculus Info, Inc.(publications)",Oculus Ensemble Clustering,Oculus Ensemble Clustering is a flexible multi-threaded clustering library for rapidly constructing tailored clustering solutions that leverage the different semantic aspects of heterogeneous data. The library can be used on a single machine using multi-threading or distributed computing using Spark. (Java),https://github.com/oculusinfo/ensemble-clustering.git,Analytics,MIT,,
,Phronesis,bigalgebra,Bigalgebra is an R package that provides arithmetic functions for R matrix and big.matrix objects. (R),https://r-forge.r-project.org/scm/viewvc.php/?root=bigmemory,Infrastructure,ALv2,,
,Phronesis,bigmemory,"Bigmemory is an R package to create, store, access, and manipulate massive matrices. Matrices are allocated to shared memory and may use memory-mapped files. Packages biganalytics, bigtabulate, synchronicity, and bigalgebra provide advanced functionality. (R)",http://cran.r-project.org/web/packages/bigmemory/index.html,Infrastructure,ALv2,,
,Phronesis,flexmem,"Flexmem is a general, transparent tool for out-of-core (OOC) computing in the R programming environment. It is launched as a command line utility, taking an application as an argument. All memory allocations larger than a specified threshold are memory-mapped to a binary file. When data are not needed, they are stored on disk. It is both process- and thread-safe. (C)",https://github.com/kaneplusplus/flexmem.git,Infrastructure,ALv2,,
,Phronesis,laputa,"Laputa is a Python package that provides an elastic, parallel computing foundation for the stat_agg (statistical aggregates) package. (Python)",https://github.com/kaneplusplus/laputa.git,Infrastructure,ALv2,,
,Phronesis,stat_agg,"stat_agg is a Python package that provides statistical aggregators that maximize ensemble prediction accuracy by weighting individual learners in an optimal way. When used with the laputa package, learners may be distributed across a cluster of machines. The package also provides fault-tolerance when one or more learners becomes unavailable. (Python)",https://github.com/kaneplusplus/stat_agg.git,Analytics,ALv2,,
,"PNNL (publications), Purdue University (publications)",Tessera,"Tessera is an open source environment for deep analysis of big data. At the front end, the analyst programs in R, and has access to the thousands of methods of statistics, machine learning, and visualization implemented in R. At the back end is a distributed parallel computational environment such as Hadoop, that enables scaling to big data. In between are three Tessera packages: datadr, Trelliscope, and RHIPE (R and Hadoop Integrated Programming Environment). These packages enable the data analyst to communicate with the back end by simple R commands, and not have to worry about the details of distributed parallel computation. Tessera is powered by a statistical approach to large complex data, Divide and Recombine (D&R). The data are parallelized, not the thousands of methods, which makes back end computation typically very nearly embarrassingly parallel, and therefore very fast. But at the same time, D&R statistical division and recombination methods ensure good statistical performance.",https://github.com/tesseradata/tesseradata.github.io.git,"Infrastructure, Analytics, Visualization","BSD, ALv2",,
,Raytheon BBN,"Content and Context-based Graph Analysis: NILS, Network Inference of Link Strength UPD Aug 20th",Network Inference of Link Strength will take any text corpus as input and quantify the strength of connections between any pair of entities. Link strength probabilities are computed via shortest path. (Python),https://github.com/plamenbbn/XDATA.git,Analytics,ALv2,,
,Raytheon BBN,"Content and Context-based Graph Analysis: PINT, Patterns in Near-Real Time UPD Aug 20th","Patterns in Near-Real Time will take any corpus as input and quantify the strength of the query match to a SME-based process model, represent process model as a Directed Acyclic Graph (DAG), and then search and score potential matches. (Python)",https://github.com/plamenbbn/XDATA.git,Analytics,ALv2,,
,Royal Caliber (publications),A vertex-centric CUDA/C++ API for large graph analytics on GPUs using the Gather-Apply-Scatter abstraction UPD Aug 20th,Allows users to express graph algorithms as a series of Gather-Apply-Scatter (GAS) steps similar to GraphLab. Runs these vertex programs using a single or multiple GPUs - demonstrates a large speedup over GraphLab. (C++),https://github.com/RoyalCaliber/vertexAPI2.git,Analytics,ALv2,,
,"Scientific Systems Company, Inc. (publications), MIT (publications), University of Louisville (publications)",BayesDB,"BayesDB is an open-source implementation of a predictive database table. It provides predictive extensions to SQL that enable users to query the implications of their data -- predict missing entries, identify predictive relationships between columns, and examine synthetic populations -- based on a Bayesian machine learning system in the back end. (Python)",https://github.com/mit-probabilistic-computing-project/BayesDB.git,Analytics,ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",Aggregate Micro Paths,An analytic to help infer movement patterns from large amounts of geospatial-temporal data in a cloud environment.,https://github.com/Sotera/aggregate-micro-paths.git,Analytics,ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",Correlation Approximation,Spark implementation of the Google Correlate algorithm to quickly find highly correlated vectors in huge datasets.,https://github.com/Sotera/correlation-approximation,Analytics,ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",Distributed Graph Analytics,"Distributed Graph Analytics (DGA) is a compendium of graph analytics written for Bulk-Synchronous-Parallel (BSP) processing frameworks such as Giraph and GraphX. The analytics included are High Betweenness Set Extraction, Weakly Connected Components, Page Rank, Leaf Compression, and Louvain Modularity.",https://github.com/Sotera/distributed-graph-analytics,Analytics,ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",Graphene,"Graphene is a web-based application that provides combined query, visualization, link identification and analysis, and other analytic capabilities within a single system. It allows a user the ability to intelligently search structured data from multiple data sources and can display transactional views, transactional graphs evolving over time, related-entity (shared-attribute network) graphs, drillable transaction histograms, directional transaction charts, activity plots, data export, and more. The combination of these capabilities makes it a valuable tool for analyzing any kind of data that can be manipulated to reveal transactions and relationships of any sort.",https://github.com/Sotera/graphene,Visualization,ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",RHIPE ARIMA,"This implementation of the ARIMA (AutoRegressive Integrated Moving Average) algorithm is based on R, Hadoop, and the RHIPE (Hree-pay) framework.",https://github.com/Sotera/rhipe-arima,Analytics,ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",Track Communities,"An analytic for creating networks from geo-temporal track data based on time/space co-occurrence. Includes UI for visualization of communities and tracks. This tool is a synthesis of several analytic components and visualization techniques that allow a user to browse a network of communities, follow tracks of movement, and observe co-location highlights within a dynamic graph. (Python/JavaScript)",https://github.com/Sotera/track-communities.git,"Analytics, Visualization",ALv2,,
,"Sotera Defense Solutions, Inc. (publications)",Zephyr,"Zephyr is a big data, platform agnostic Extract-Transform-Load (ETL) API, with Hadoop MapReduce, Storm, and other big data bindings.",http://github.com/Sotera/zephyr,Infrastructure,ALv2,,
,Stanford University - Boyd (publications),CVXPY,"CVXPY is a Python-embedded modeling language for convex optimization problems. It allows you to express your problem in a natural way that follows the math, rather than in the restrictive standard form required by solvers. (Python)",https://github.com/cvxgrp/cvxpy.git,Analytics,GPLv3,,
,Stanford University - Boyd (publications),ECOS: An SOCP Solver for Embedded Systems,"ECOS is a lightweight primal-dual homogeneous interior-point solver for SOCPs, for use in embedded systems as well as a base solver for use in large scale distributed solvers. It is described in the paper at http://www.stanford.edu/~boyd/papers/ecos.html. (C)",https://github.com/ifa-ethz/ecos.git,Analytics,ALv2,,
,Stanford University - Boyd (publications),SCS (Self-dual Cone Solver),"Implementation of a solver for general cone programs, including linear, second-order, semidefinite and exponential cones, based on an operator splitting method applied to a self-dual homogeneous embedding. The method and software supports both direct factorization, with factorization caching, and an indirect method, that requires only the operator associated with the problem data and its adjoint. The implementation includes interfaces to CVX, CVXPY, matlab, as well as test routines. This code is described in detail in an associated paper, at http://www.stanford.edu/~boyd/papers/pdos.html (which also links to the code). (C)",https://github.com/cvxgrp/scs.git,Analytics,ALv2,,
,Stanford University - Hanrahan (publications),imMens,"imMens is a web-based system for interactive visualization of large databases. imMens uses binned aggregation to produce summary visualizations that avoid the shortcomings of standard sampling-based approaches. Through data decomposition methods (to limit data transfer) and GPU computation via WebGL (for parallel query processing), imMens enables real-time (50fps) visual querying of billion+ element databases. (JavaScript)",https://github.com/uwdata/imMens.git,Visualization,BSD,,
,Stanford University - Hanrahan (publications),Riposte,Riposte is a fast interpreter and JIT for R. The Riposte VM has two cooperative subVMs for R scripting (like Java) and for R vector computation (like APL). Our scripting code has been 2-4x faster in Riposte than in R's recent bytecode interpreter. Vector-heavy code is 5-10x faster. Speeding up R can greatly increase the analyst's efficiency. (C/R),https://github.com/jtalbot/riposte.git,Analytics,BSD,,
,Stanford University - Olukotun (publications),DeepDive,"DeepDive is a new type of knowledge base construction system that enables developers to analyze data on a deeper level than ever before. Many applications have been built using DeepDive to extract data from millions of documents, Web pages, PDFs, tables, and figures. DeepDive is a trained system, which means that it uses machine-learning techniques to incorporate domain-specific knowledge and user feedback to improve the quality of its analysis. DeepDive can deal with noisy and imprecise data by producing calibrated probabilities for every assertion it makes. DeepDive offers a scalable, high-performance learning engine. (SQL, Python, C++)",https://github.com/HazyResearch/deepdive.git,Infrastructure,ALv2,,
,Stanford University - Olukotun (publications),Delite,Delite is a compiler framework and runtime for parallel embedded domain-specific languages (DSLs). (Scala),https://github.com/stanford-ppl/hyperdsl,Infrastructure,BSD,,
,Stanford University - Olukotun (publications),SNAP,"Stanford Network Analysis Platform (SNAP) is a general purpose network analysis and graph mining library. It is written in C++ and easily scales to massive networks with hundreds of millions of nodes, and billions of edges. It efficiently manipulates large graphs, calculates structural properties, generates regular and random graphs, and supports attributes on nodes and edges. (C++)",https://github.com/snap-stanford/snap,Infrastructure,BSD,,
,Stanford University - Olukotun (publications),Snap.py,"Snap.py is a Python interface for SNAP. SNAP is a general purpose, high performance system for analysis and manipulation of large networks.",https://github.com/snap-stanford/snap,Infrastructure,BSD,,
